run_number,condition_id,replicate,pH,Temp_C,RPM,Inoculum_pct,Sugar_gL,BC_yield_gL
4807,1603,1,5.0,30.0,200.0,5.0,40.0,6.154
4808,1603,2,5.0,30.0,200.0,5.0,40.0,5.431
4809,1603,3,5.0,30.0,200.0,5.0,40.0,5.441
4810,1604,1,5.0,30.0,200.0,5.0,50.0,5.907
4811,1604,2,5.0,30.0,200.0,5.0,50.0,5.944
4812,1604,3,5.0,30.0,200.0,5.0,50.0,5.817
4813,1605,1,5.0,30.0,200.0,5.0,60.0,5.895
4814,1605,2,5.0,30.0,200.0,5.0,60.0,5.889
4815,1605,3,5.0,30.0,200.0,5.0,60.0,5.949
4816,1606,1,5.0,30.0,200.0,7.5,20.0,3.94
4817,1606,2,5.0,30.0,200.0,7.5,20.0,5.127
4818,1606,3,5.0,30.0,200.0,7.5,20.0,4.559
4819,1607,1,5.0,30.0,200.0,7.5,30.0,5.788
4820,1607,2,5.0,30.0,200.0,7.5,30.0,5.239
4821,1607,3,5.0,30.0,200.0,7.5,30.0,5.493
4822,1608,1,5.0,30.0,200.0,7.5,40.0,6.112
4823,1608,2,5.0,30.0,200.0,7.5,40.0,6.712
4824,1608,3,5.0,30.0,200.0,7.5,40.0,6.136
4825,1609,1,5.0,30.0,200.0,7.5,50.0,6.837
4826,1609,2,5.0,30.0,200.0,7.5,50.0,6.443
4827,1609,3,5.0,30.0,200.0,7.5,50.0,6.498
4828,1610,1,5.0,30.0,200.0,7.5,60.0,6.531
4829,1610,2,5.0,30.0,200.0,7.5,60.0,6.959
4830,1610,3,5.0,30.0,200.0,7.5,60.0,6.071
4831,1611,1,5.0,30.0,200.0,10.0,20.0,4.632
4832,1611,2,5.0,30.0,200.0,10.0,20.0,4.455
4833,1611,3,5.0,30.0,200.0,10.0,20.0,4.695
4834,1612,1,5.0,30.0,200.0,10.0,30.0,5.798
4835,1612,2,5.0,30.0,200.0,10.0,30.0,5.573
4836,1612,3,5.0,30.0,200.0,10.0,30.0,5.819
4837,1613,1,5.0,30.0,200.0,10.0,40.0,6.136
4838,1613,2,5.0,30.0,200.0,10.0,40.0,6.415
4839,1613,3,5.0,30.0,200.0,10.0,40.0,7.036
4840,1614,1,5.0,30.0,200.0,10.0,50.0,7.138
4841,1614,2,5.0,30.0,200.0,10.0,50.0,7.077
4842,1614,3,5.0,30.0,200.0,10.0,50.0,6.744
4843,1615,1,5.0,30.0,200.0,10.0,60.0,6.57
4844,1615,2,5.0,30.0,200.0,10.0,60.0,6.681
4845,1615,3,5.0,30.0,200.0,10.0,60.0,6.988
4846,1616,1,5.0,30.0,200.0,12.5,20.0,5.343
4847,1616,2,5.0,30.0,200.0,12.5,20.0,5.353
4848,1616,3,5.0,30.0,200.0,12.5,20.0,5.277
4849,1617,1,5.0,30.0,200.0,12.5,30.0,5.918
4850,1617,2,5.0,30.0,200.0,12.5,30.0,6.132
4851,1617,3,5.0,30.0,200.0,12.5,30.0,6.035
4852,1618,1,5.0,30.0,200.0,12.5,40.0,6.744
4853,1618,2,5.0,30.0,200.0,12.5,40.0,7.37
4854,1618,3,5.0,30.0,200.0,12.5,40.0,6.307
4855,1619,1,5.0,30.0,200.0,12.5,50.0,7.059
4856,1619,2,5.0,30.0,200.0,12.5,50.0,7.464
4857,1619,3,5.0,30.0,200.0,12.5,50.0,6.715
4858,1620,1,5.0,30.0,200.0,12.5,60.0,6.92
4859,1620,2,5.0,30.0,200.0,12.5,60.0,6.952
4860,1620,3,5.0,30.0,200.0,12.5,60.0,7.037
4861,1621,1,5.0,30.0,200.0,15.0,20.0,4.453
4862,1621,2,5.0,30.0,200.0,15.0,20.0,5.067
4863,1621,3,5.0,30.0,200.0,15.0,20.0,5.087
4864,1622,1,5.0,30.0,200.0,15.0,30.0,6.067
4865,1622,2,5.0,30.0,200.0,15.0,30.0,5.681
4866,1622,3,5.0,30.0,200.0,15.0,30.0,5.949
4867,1623,1,5.0,30.0,200.0,15.0,40.0,6.348
4868,1623,2,5.0,30.0,200.0,15.0,40.0,6.507
4869,1623,3,5.0,30.0,200.0,15.0,40.0,7.203
4870,1624,1,5.0,30.0,200.0,15.0,50.0,6.952
4871,1624,2,5.0,30.0,200.0,15.0,50.0,6.592
4872,1624,3,5.0,30.0,200.0,15.0,50.0,6.975
4873,1625,1,5.0,30.0,200.0,15.0,60.0,6.521
4874,1625,2,5.0,30.0,200.0,15.0,60.0,6.564
4875,1625,3,5.0,30.0,200.0,15.0,60.0,6.608
4876,1626,1,5.0,32.5,50.0,5.0,20.0,4.476
4877,1626,2,5.0,32.5,50.0,5.0,20.0,4.862
4878,1626,3,5.0,32.5,50.0,5.0,20.0,4.762
4879,1627,1,5.0,32.5,50.0,5.0,30.0,5.471
4880,1627,2,5.0,32.5,50.0,5.0,30.0,5.017
4881,1627,3,5.0,32.5,50.0,5.0,30.0,5.173
4882,1628,1,5.0,32.5,50.0,5.0,40.0,5.776
4883,1628,2,5.0,32.5,50.0,5.0,40.0,5.524
4884,1628,3,5.0,32.5,50.0,5.0,40.0,5.622
4885,1629,1,5.0,32.5,50.0,5.0,50.0,5.849
4886,1629,2,5.0,32.5,50.0,5.0,50.0,5.627
4887,1629,3,5.0,32.5,50.0,5.0,50.0,5.788
4888,1630,1,5.0,32.5,50.0,5.0,60.0,5.846
4889,1630,2,5.0,32.5,50.0,5.0,60.0,5.352
4890,1630,3,5.0,32.5,50.0,5.0,60.0,5.73
4891,1631,1,5.0,32.5,50.0,7.5,20.0,5.457
4892,1631,2,5.0,32.5,50.0,7.5,20.0,4.889
4893,1631,3,5.0,32.5,50.0,7.5,20.0,4.991
4894,1632,1,5.0,32.5,50.0,7.5,30.0,5.792
4895,1632,2,5.0,32.5,50.0,7.5,30.0,5.786
4896,1632,3,5.0,32.5,50.0,7.5,30.0,6.0
4897,1633,1,5.0,32.5,50.0,7.5,40.0,6.572
4898,1633,2,5.0,32.5,50.0,7.5,40.0,6.751
4899,1633,3,5.0,32.5,50.0,7.5,40.0,6.486
4900,1634,1,5.0,32.5,50.0,7.5,50.0,6.3
4901,1634,2,5.0,32.5,50.0,7.5,50.0,5.842
4902,1634,3,5.0,32.5,50.0,7.5,50.0,6.445
4903,1635,1,5.0,32.5,50.0,7.5,60.0,6.107
4904,1635,2,5.0,32.5,50.0,7.5,60.0,6.151
4905,1635,3,5.0,32.5,50.0,7.5,60.0,6.69
4906,1636,1,5.0,32.5,50.0,10.0,20.0,6.047
4907,1636,2,5.0,32.5,50.0,10.0,20.0,5.92
4908,1636,3,5.0,32.5,50.0,10.0,20.0,5.431
4909,1637,1,5.0,32.5,50.0,10.0,30.0,6.281
4910,1637,2,5.0,32.5,50.0,10.0,30.0,6.398
4911,1637,3,5.0,32.5,50.0,10.0,30.0,6.208
4912,1638,1,5.0,32.5,50.0,10.0,40.0,6.94
4913,1638,2,5.0,32.5,50.0,10.0,40.0,6.9
4914,1638,3,5.0,32.5,50.0,10.0,40.0,6.495
4915,1639,1,5.0,32.5,50.0,10.0,50.0,7.16
4916,1639,2,5.0,32.5,50.0,10.0,50.0,6.854
4917,1639,3,5.0,32.5,50.0,10.0,50.0,6.341
4918,1640,1,5.0,32.5,50.0,10.0,60.0,6.486
4919,1640,2,5.0,32.5,50.0,10.0,60.0,6.579
4920,1640,3,5.0,32.5,50.0,10.0,60.0,6.772
4921,1641,1,5.0,32.5,50.0,12.5,20.0,5.706
4922,1641,2,5.0,32.5,50.0,12.5,20.0,6.032
4923,1641,3,5.0,32.5,50.0,12.5,20.0,5.852
4924,1642,1,5.0,32.5,50.0,12.5,30.0,6.157
4925,1642,2,5.0,32.5,50.0,12.5,30.0,6.129
4926,1642,3,5.0,32.5,50.0,12.5,30.0,6.839
4927,1643,1,5.0,32.5,50.0,12.5,40.0,7.235
4928,1643,2,5.0,32.5,50.0,12.5,40.0,6.99
4929,1643,3,5.0,32.5,50.0,12.5,40.0,7.319
4930,1644,1,5.0,32.5,50.0,12.5,50.0,7.221
4931,1644,2,5.0,32.5,50.0,12.5,50.0,7.116
4932,1644,3,5.0,32.5,50.0,12.5,50.0,6.67
4933,1645,1,5.0,32.5,50.0,12.5,60.0,7.085
4934,1645,2,5.0,32.5,50.0,12.5,60.0,6.75
4935,1645,3,5.0,32.5,50.0,12.5,60.0,6.492
4936,1646,1,5.0,32.5,50.0,15.0,20.0,5.413
4937,1646,2,5.0,32.5,50.0,15.0,20.0,5.672
4938,1646,3,5.0,32.5,50.0,15.0,20.0,5.132
4939,1647,1,5.0,32.5,50.0,15.0,30.0,6.521
4940,1647,2,5.0,32.5,50.0,15.0,30.0,6.058
4941,1647,3,5.0,32.5,50.0,15.0,30.0,6.429
4942,1648,1,5.0,32.5,50.0,15.0,40.0,6.554
4943,1648,2,5.0,32.5,50.0,15.0,40.0,6.626
4944,1648,3,5.0,32.5,50.0,15.0,40.0,6.488
4945,1649,1,5.0,32.5,50.0,15.0,50.0,6.68
4946,1649,2,5.0,32.5,50.0,15.0,50.0,7.254
4947,1649,3,5.0,32.5,50.0,15.0,50.0,7.113
4948,1650,1,5.0,32.5,50.0,15.0,60.0,6.499
4949,1650,2,5.0,32.5,50.0,15.0,60.0,6.393
4950,1650,3,5.0,32.5,50.0,15.0,60.0,6.636
4951,1651,1,5.0,32.5,87.5,5.0,20.0,4.991
4952,1651,2,5.0,32.5,87.5,5.0,20.0,4.443
4953,1651,3,5.0,32.5,87.5,5.0,20.0,4.653
4954,1652,1,5.0,32.5,87.5,5.0,30.0,4.965
4955,1652,2,5.0,32.5,87.5,5.0,30.0,5.789
4956,1652,3,5.0,32.5,87.5,5.0,30.0,6.053
4957,1653,1,5.0,32.5,87.5,5.0,40.0,5.947
4958,1653,2,5.0,32.5,87.5,5.0,40.0,5.33
4959,1653,3,5.0,32.5,87.5,5.0,40.0,6.095
4960,1654,1,5.0,32.5,87.5,5.0,50.0,5.772
4961,1654,2,5.0,32.5,87.5,5.0,50.0,5.839
4962,1654,3,5.0,32.5,87.5,5.0,50.0,6.2
4963,1655,1,5.0,32.5,87.5,5.0,60.0,5.846
4964,1655,2,5.0,32.5,87.5,5.0,60.0,5.638
4965,1655,3,5.0,32.5,87.5,5.0,60.0,5.593
4966,1656,1,5.0,32.5,87.5,7.5,20.0,5.41
4967,1656,2,5.0,32.5,87.5,7.5,20.0,5.26
4968,1656,3,5.0,32.5,87.5,7.5,20.0,5.064
4969,1657,1,5.0,32.5,87.5,7.5,30.0,6.082
4970,1657,2,5.0,32.5,87.5,7.5,30.0,6.27
4971,1657,3,5.0,32.5,87.5,7.5,30.0,6.125
4972,1658,1,5.0,32.5,87.5,7.5,40.0,6.229
4973,1658,2,5.0,32.5,87.5,7.5,40.0,6.902
4974,1658,3,5.0,32.5,87.5,7.5,40.0,5.858
4975,1659,1,5.0,32.5,87.5,7.5,50.0,6.6
4976,1659,2,5.0,32.5,87.5,7.5,50.0,6.551
4977,1659,3,5.0,32.5,87.5,7.5,50.0,6.766
4978,1660,1,5.0,32.5,87.5,7.5,60.0,6.632
4979,1660,2,5.0,32.5,87.5,7.5,60.0,6.79
4980,1660,3,5.0,32.5,87.5,7.5,60.0,6.276
4981,1661,1,5.0,32.5,87.5,10.0,20.0,5.939
4982,1661,2,5.0,32.5,87.5,10.0,20.0,5.83
4983,1661,3,5.0,32.5,87.5,10.0,20.0,5.296
4984,1662,1,5.0,32.5,87.5,10.0,30.0,7.107
4985,1662,2,5.0,32.5,87.5,10.0,30.0,6.172
4986,1662,3,5.0,32.5,87.5,10.0,30.0,6.692
4987,1663,1,5.0,32.5,87.5,10.0,40.0,7.134
4988,1663,2,5.0,32.5,87.5,10.0,40.0,7.102
4989,1663,3,5.0,32.5,87.5,10.0,40.0,6.887
4990,1664,1,5.0,32.5,87.5,10.0,50.0,7.357
4991,1664,2,5.0,32.5,87.5,10.0,50.0,6.688
4992,1664,3,5.0,32.5,87.5,10.0,50.0,7.107
4993,1665,1,5.0,32.5,87.5,10.0,60.0,6.717
4994,1665,2,5.0,32.5,87.5,10.0,60.0,6.685
4995,1665,3,5.0,32.5,87.5,10.0,60.0,6.995
4996,1666,1,5.0,32.5,87.5,12.5,20.0,6.177
4997,1666,2,5.0,32.5,87.5,12.5,20.0,5.779
4998,1666,3,5.0,32.5,87.5,12.5,20.0,6.094
4999,1667,1,5.0,32.5,87.5,12.5,30.0,6.689
5000,1667,2,5.0,32.5,87.5,12.5,30.0,6.425
5001,1667,3,5.0,32.5,87.5,12.5,30.0,6.603
5002,1668,1,5.0,32.5,87.5,12.5,40.0,7.041
5003,1668,2,5.0,32.5,87.5,12.5,40.0,6.93
5004,1668,3,5.0,32.5,87.5,12.5,40.0,7.245
5005,1669,1,5.0,32.5,87.5,12.5,50.0,7.291
5006,1669,2,5.0,32.5,87.5,12.5,50.0,6.78
5007,1669,3,5.0,32.5,87.5,12.5,50.0,6.763
5008,1670,1,5.0,32.5,87.5,12.5,60.0,7.094
5009,1670,2,5.0,32.5,87.5,12.5,60.0,6.747
5010,1670,3,5.0,32.5,87.5,12.5,60.0,7.06
5011,1671,1,5.0,32.5,87.5,15.0,20.0,5.894
5012,1671,2,5.0,32.5,87.5,15.0,20.0,5.319
5013,1671,3,5.0,32.5,87.5,15.0,20.0,5.28
5014,1672,1,5.0,32.5,87.5,15.0,30.0,6.944
5015,1672,2,5.0,32.5,87.5,15.0,30.0,6.573
5016,1672,3,5.0,32.5,87.5,15.0,30.0,6.358
5017,1673,1,5.0,32.5,87.5,15.0,40.0,6.663
5018,1673,2,5.0,32.5,87.5,15.0,40.0,6.782
5019,1673,3,5.0,32.5,87.5,15.0,40.0,6.592
5020,1674,1,5.0,32.5,87.5,15.0,50.0,7.272
5021,1674,2,5.0,32.5,87.5,15.0,50.0,6.808
5022,1674,3,5.0,32.5,87.5,15.0,50.0,7.331
5023,1675,1,5.0,32.5,87.5,15.0,60.0,6.663
5024,1675,2,5.0,32.5,87.5,15.0,60.0,6.483
5025,1675,3,5.0,32.5,87.5,15.0,60.0,6.656
5026,1676,1,5.0,32.5,125.0,5.0,20.0,3.765
5027,1676,2,5.0,32.5,125.0,5.0,20.0,4.466
5028,1676,3,5.0,32.5,125.0,5.0,20.0,4.452
5029,1677,1,5.0,32.5,125.0,5.0,30.0,5.606
5030,1677,2,5.0,32.5,125.0,5.0,30.0,4.847
5031,1677,3,5.0,32.5,125.0,5.0,30.0,5.7
5032,1678,1,5.0,32.5,125.0,5.0,40.0,6.13
5033,1678,2,5.0,32.5,125.0,5.0,40.0,6.251
5034,1678,3,5.0,32.5,125.0,5.0,40.0,5.885
5035,1679,1,5.0,32.5,125.0,5.0,50.0,6.359
5036,1679,2,5.0,32.5,125.0,5.0,50.0,5.663
5037,1679,3,5.0,32.5,125.0,5.0,50.0,6.275
5038,1680,1,5.0,32.5,125.0,5.0,60.0,5.684
5039,1680,2,5.0,32.5,125.0,5.0,60.0,5.438
5040,1680,3,5.0,32.5,125.0,5.0,60.0,5.585
5041,1681,1,5.0,32.5,125.0,7.5,20.0,5.202
5042,1681,2,5.0,32.5,125.0,7.5,20.0,4.969
5043,1681,3,5.0,32.5,125.0,7.5,20.0,5.305
5044,1682,1,5.0,32.5,125.0,7.5,30.0,5.569
5045,1682,2,5.0,32.5,125.0,7.5,30.0,5.479
5046,1682,3,5.0,32.5,125.0,7.5,30.0,6.459
5047,1683,1,5.0,32.5,125.0,7.5,40.0,6.853
5048,1683,2,5.0,32.5,125.0,7.5,40.0,6.306
5049,1683,3,5.0,32.5,125.0,7.5,40.0,6.599
5050,1684,1,5.0,32.5,125.0,7.5,50.0,7.06
5051,1684,2,5.0,32.5,125.0,7.5,50.0,6.892
5052,1684,3,5.0,32.5,125.0,7.5,50.0,6.817
5053,1685,1,5.0,32.5,125.0,7.5,60.0,6.907
5054,1685,2,5.0,32.5,125.0,7.5,60.0,6.395
5055,1685,3,5.0,32.5,125.0,7.5,60.0,6.609
5056,1686,1,5.0,32.5,125.0,10.0,20.0,5.595
5057,1686,2,5.0,32.5,125.0,10.0,20.0,5.524
5058,1686,3,5.0,32.5,125.0,10.0,20.0,5.491
5059,1687,1,5.0,32.5,125.0,10.0,30.0,6.495
5060,1687,2,5.0,32.5,125.0,10.0,30.0,6.485
5061,1687,3,5.0,32.5,125.0,10.0,30.0,6.181
5062,1688,1,5.0,32.5,125.0,10.0,40.0,7.225
5063,1688,2,5.0,32.5,125.0,10.0,40.0,6.727
5064,1688,3,5.0,32.5,125.0,10.0,40.0,6.939
5065,1689,1,5.0,32.5,125.0,10.0,50.0,7.092
5066,1689,2,5.0,32.5,125.0,10.0,50.0,7.275
5067,1689,3,5.0,32.5,125.0,10.0,50.0,6.582
5068,1690,1,5.0,32.5,125.0,10.0,60.0,7.249
5069,1690,2,5.0,32.5,125.0,10.0,60.0,6.81
5070,1690,3,5.0,32.5,125.0,10.0,60.0,7.342
5071,1691,1,5.0,32.5,125.0,12.5,20.0,5.566
5072,1691,2,5.0,32.5,125.0,12.5,20.0,5.686
5073,1691,3,5.0,32.5,125.0,12.5,20.0,6.236
5074,1692,1,5.0,32.5,125.0,12.5,30.0,6.497
5075,1692,2,5.0,32.5,125.0,12.5,30.0,6.922
5076,1692,3,5.0,32.5,125.0,12.5,30.0,6.586
5077,1693,1,5.0,32.5,125.0,12.5,40.0,7.216
5078,1693,2,5.0,32.5,125.0,12.5,40.0,7.12
5079,1693,3,5.0,32.5,125.0,12.5,40.0,7.337
5080,1694,1,5.0,32.5,125.0,12.5,50.0,7.083
5081,1694,2,5.0,32.5,125.0,12.5,50.0,6.999
5082,1694,3,5.0,32.5,125.0,12.5,50.0,7.096
5083,1695,1,5.0,32.5,125.0,12.5,60.0,7.128
5084,1695,2,5.0,32.5,125.0,12.5,60.0,7.038
5085,1695,3,5.0,32.5,125.0,12.5,60.0,7.299
5086,1696,1,5.0,32.5,125.0,15.0,20.0,5.865
5087,1696,2,5.0,32.5,125.0,15.0,20.0,5.227
5088,1696,3,5.0,32.5,125.0,15.0,20.0,5.294
5089,1697,1,5.0,32.5,125.0,15.0,30.0,5.973
5090,1697,2,5.0,32.5,125.0,15.0,30.0,6.944
5091,1697,3,5.0,32.5,125.0,15.0,30.0,6.46
5092,1698,1,5.0,32.5,125.0,15.0,40.0,7.034
5093,1698,2,5.0,32.5,125.0,15.0,40.0,6.525
5094,1698,3,5.0,32.5,125.0,15.0,40.0,6.9
5095,1699,1,5.0,32.5,125.0,15.0,50.0,7.218
5096,1699,2,5.0,32.5,125.0,15.0,50.0,7.004
5097,1699,3,5.0,32.5,125.0,15.0,50.0,7.376
5098,1700,1,5.0,32.5,125.0,15.0,60.0,7.547
5099,1700,2,5.0,32.5,125.0,15.0,60.0,6.635
5100,1700,3,5.0,32.5,125.0,15.0,60.0,6.614
5101,1701,1,5.0,32.5,162.5,5.0,20.0,3.829
5102,1701,2,5.0,32.5,162.5,5.0,20.0,4.525
5103,1701,3,5.0,32.5,162.5,5.0,20.0,4.367
5104,1702,1,5.0,32.5,162.5,5.0,30.0,4.987
5105,1702,2,5.0,32.5,162.5,5.0,30.0,5.035
5106,1702,3,5.0,32.5,162.5,5.0,30.0,4.796
5107,1703,1,5.0,32.5,162.5,5.0,40.0,5.874
5108,1703,2,5.0,32.5,162.5,5.0,40.0,5.519
5109,1703,3,5.0,32.5,162.5,5.0,40.0,5.552
5110,1704,1,5.0,32.5,162.5,5.0,50.0,6.045
5111,1704,2,5.0,32.5,162.5,5.0,50.0,5.822
5112,1704,3,5.0,32.5,162.5,5.0,50.0,5.809
5113,1705,1,5.0,32.5,162.5,5.0,60.0,5.778
5114,1705,2,5.0,32.5,162.5,5.0,60.0,5.998
5115,1705,3,5.0,32.5,162.5,5.0,60.0,6.236
5116,1706,1,5.0,32.5,162.5,7.5,20.0,4.939
5117,1706,2,5.0,32.5,162.5,7.5,20.0,5.0
5118,1706,3,5.0,32.5,162.5,7.5,20.0,4.719
5119,1707,1,5.0,32.5,162.5,7.5,30.0,5.527
5120,1707,2,5.0,32.5,162.5,7.5,30.0,5.908
5121,1707,3,5.0,32.5,162.5,7.5,30.0,5.773
5122,1708,1,5.0,32.5,162.5,7.5,40.0,5.927
5123,1708,2,5.0,32.5,162.5,7.5,40.0,6.233
5124,1708,3,5.0,32.5,162.5,7.5,40.0,6.302
5125,1709,1,5.0,32.5,162.5,7.5,50.0,6.432
5126,1709,2,5.0,32.5,162.5,7.5,50.0,6.99
5127,1709,3,5.0,32.5,162.5,7.5,50.0,6.709
5128,1710,1,5.0,32.5,162.5,7.5,60.0,6.859
5129,1710,2,5.0,32.5,162.5,7.5,60.0,6.549
5130,1710,3,5.0,32.5,162.5,7.5,60.0,6.498
5131,1711,1,5.0,32.5,162.5,10.0,20.0,4.913
5132,1711,2,5.0,32.5,162.5,10.0,20.0,5.178
5133,1711,3,5.0,32.5,162.5,10.0,20.0,5.179
5134,1712,1,5.0,32.5,162.5,10.0,30.0,5.742
5135,1712,2,5.0,32.5,162.5,10.0,30.0,5.974
5136,1712,3,5.0,32.5,162.5,10.0,30.0,6.034
5137,1713,1,5.0,32.5,162.5,10.0,40.0,6.841
5138,1713,2,5.0,32.5,162.5,10.0,40.0,6.854
5139,1713,3,5.0,32.5,162.5,10.0,40.0,6.562
5140,1714,1,5.0,32.5,162.5,10.0,50.0,7.106
5141,1714,2,5.0,32.5,162.5,10.0,50.0,6.924
5142,1714,3,5.0,32.5,162.5,10.0,50.0,6.172
5143,1715,1,5.0,32.5,162.5,10.0,60.0,6.739
5144,1715,2,5.0,32.5,162.5,10.0,60.0,7.177
5145,1715,3,5.0,32.5,162.5,10.0,60.0,6.404
5146,1716,1,5.0,32.5,162.5,12.5,20.0,5.307
5147,1716,2,5.0,32.5,162.5,12.5,20.0,5.719
5148,1716,3,5.0,32.5,162.5,12.5,20.0,5.062
5149,1717,1,5.0,32.5,162.5,12.5,30.0,6.226
5150,1717,2,5.0,32.5,162.5,12.5,30.0,5.86
5151,1717,3,5.0,32.5,162.5,12.5,30.0,6.681
5152,1718,1,5.0,32.5,162.5,12.5,40.0,6.802
5153,1718,2,5.0,32.5,162.5,12.5,40.0,6.838
5154,1718,3,5.0,32.5,162.5,12.5,40.0,7.204
5155,1719,1,5.0,32.5,162.5,12.5,50.0,7.26
5156,1719,2,5.0,32.5,162.5,12.5,50.0,6.83
5157,1719,3,5.0,32.5,162.5,12.5,50.0,6.894
5158,1720,1,5.0,32.5,162.5,12.5,60.0,7.114
5159,1720,2,5.0,32.5,162.5,12.5,60.0,6.8
5160,1720,3,5.0,32.5,162.5,12.5,60.0,6.382
5161,1721,1,5.0,32.5,162.5,15.0,20.0,5.06
5162,1721,2,5.0,32.5,162.5,15.0,20.0,4.661
5163,1721,3,5.0,32.5,162.5,15.0,20.0,5.528
5164,1722,1,5.0,32.5,162.5,15.0,30.0,6.075
5165,1722,2,5.0,32.5,162.5,15.0,30.0,5.772
5166,1722,3,5.0,32.5,162.5,15.0,30.0,5.829
5167,1723,1,5.0,32.5,162.5,15.0,40.0,6.096
5168,1723,2,5.0,32.5,162.5,15.0,40.0,6.317
5169,1723,3,5.0,32.5,162.5,15.0,40.0,6.91
5170,1724,1,5.0,32.5,162.5,15.0,50.0,7.5
5171,1724,2,5.0,32.5,162.5,15.0,50.0,7.078
5172,1724,3,5.0,32.5,162.5,15.0,50.0,6.849
5173,1725,1,5.0,32.5,162.5,15.0,60.0,6.654
5174,1725,2,5.0,32.5,162.5,15.0,60.0,6.507
5175,1725,3,5.0,32.5,162.5,15.0,60.0,7.352
5176,1726,1,5.0,32.5,200.0,5.0,20.0,3.347
5177,1726,2,5.0,32.5,200.0,5.0,20.0,3.992
5178,1726,3,5.0,32.5,200.0,5.0,20.0,3.79
5179,1727,1,5.0,32.5,200.0,5.0,30.0,3.938
5180,1727,2,5.0,32.5,200.0,5.0,30.0,4.239
5181,1727,3,5.0,32.5,200.0,5.0,30.0,4.238
5182,1728,1,5.0,32.5,200.0,5.0,40.0,5.078
5183,1728,2,5.0,32.5,200.0,5.0,40.0,5.083
5184,1728,3,5.0,32.5,200.0,5.0,40.0,5.939
5185,1729,1,5.0,32.5,200.0,5.0,50.0,5.123
5186,1729,2,5.0,32.5,200.0,5.0,50.0,5.489
5187,1729,3,5.0,32.5,200.0,5.0,50.0,5.598
5188,1730,1,5.0,32.5,200.0,5.0,60.0,5.4
5189,1730,2,5.0,32.5,200.0,5.0,60.0,5.431
5190,1730,3,5.0,32.5,200.0,5.0,60.0,5.107
5191,1731,1,5.0,32.5,200.0,7.5,20.0,4.13
5192,1731,2,5.0,32.5,200.0,7.5,20.0,4.243
5193,1731,3,5.0,32.5,200.0,7.5,20.0,4.192
5194,1732,1,5.0,32.5,200.0,7.5,30.0,5.285
5195,1732,2,5.0,32.5,200.0,7.5,30.0,5.521
5196,1732,3,5.0,32.5,200.0,7.5,30.0,5.387
5197,1733,1,5.0,32.5,200.0,7.5,40.0,5.82
5198,1733,2,5.0,32.5,200.0,7.5,40.0,5.472
5199,1733,3,5.0,32.5,200.0,7.5,40.0,5.632
5200,1734,1,5.0,32.5,200.0,7.5,50.0,6.064
5201,1734,2,5.0,32.5,200.0,7.5,50.0,6.196
5202,1734,3,5.0,32.5,200.0,7.5,50.0,5.991
5203,1735,1,5.0,32.5,200.0,7.5,60.0,5.838
5204,1735,2,5.0,32.5,200.0,7.5,60.0,5.767
5205,1735,3,5.0,32.5,200.0,7.5,60.0,5.638
5206,1736,1,5.0,32.5,200.0,10.0,20.0,4.434
5207,1736,2,5.0,32.5,200.0,10.0,20.0,4.088
5208,1736,3,5.0,32.5,200.0,10.0,20.0,4.22
5209,1737,1,5.0,32.5,200.0,10.0,30.0,5.415
5210,1737,2,5.0,32.5,200.0,10.0,30.0,5.151
5211,1737,3,5.0,32.5,200.0,10.0,30.0,5.631
5212,1738,1,5.0,32.5,200.0,10.0,40.0,6.407
5213,1738,2,5.0,32.5,200.0,10.0,40.0,6.046
5214,1738,3,5.0,32.5,200.0,10.0,40.0,6.078
5215,1739,1,5.0,32.5,200.0,10.0,50.0,6.675
5216,1739,2,5.0,32.5,200.0,10.0,50.0,6.325
5217,1739,3,5.0,32.5,200.0,10.0,50.0,6.306
5218,1740,1,5.0,32.5,200.0,10.0,60.0,6.835
5219,1740,2,5.0,32.5,200.0,10.0,60.0,6.748
5220,1740,3,5.0,32.5,200.0,10.0,60.0,6.668
5221,1741,1,5.0,32.5,200.0,12.5,20.0,4.859
5222,1741,2,5.0,32.5,200.0,12.5,20.0,4.046
5223,1741,3,5.0,32.5,200.0,12.5,20.0,4.979
5224,1742,1,5.0,32.5,200.0,12.5,30.0,5.735
5225,1742,2,5.0,32.5,200.0,12.5,30.0,5.908
5226,1742,3,5.0,32.5,200.0,12.5,30.0,5.733
5227,1743,1,5.0,32.5,200.0,12.5,40.0,6.314
5228,1743,2,5.0,32.5,200.0,12.5,40.0,6.223
5229,1743,3,5.0,32.5,200.0,12.5,40.0,6.403
5230,1744,1,5.0,32.5,200.0,12.5,50.0,6.538
5231,1744,2,5.0,32.5,200.0,12.5,50.0,6.868
5232,1744,3,5.0,32.5,200.0,12.5,50.0,6.181
5233,1745,1,5.0,32.5,200.0,12.5,60.0,6.448
5234,1745,2,5.0,32.5,200.0,12.5,60.0,7.173
5235,1745,3,5.0,32.5,200.0,12.5,60.0,6.425
5236,1746,1,5.0,32.5,200.0,15.0,20.0,4.333
5237,1746,2,5.0,32.5,200.0,15.0,20.0,4.153
5238,1746,3,5.0,32.5,200.0,15.0,20.0,4.494
5239,1747,1,5.0,32.5,200.0,15.0,30.0,5.219
5240,1747,2,5.0,32.5,200.0,15.0,30.0,5.373
5241,1747,3,5.0,32.5,200.0,15.0,30.0,5.663
